,path,label
0,plus_232.png,10
1,div_328.png,13
2,four_95.png,4
3,three_12.png,3
4,five_157.png,5
5,div_98.png,13
6,five_143.png,5
7,four_81.png,4
8,four_238.png,4
9,plus_226.png,10
10,four_210.png,4
11,div_314.png,13
12,one_126.png,1
13,seven_482.png,7
14,div_472.png,13
15,seven_496.png,7
16,div_466.png,13
17,div_300.png,13
18,one_132.png,1
19,four_204.png,4
20,four_56.png,4
21,five_194.png,5
22,two_59.png,2
23,div_499.png,13
24,zero_129.png,0
25,five_180.png,5
26,seven_469.png,7
27,one_38.png,1
28,nine_10.png,9
29,four_42.png,4
30,seven_327.png,7
31,six_36.png,6
32,nine_38.png,9
33,two_106.png,2
34,div_67.png,13
35,zero_101.png,0
36,seven_441.png,7
37,one_10.png,1
38,two_65.png,2
39,zero_115.png,0
40,div_73.png,13
41,seven_455.png,7
42,two_71.png,2
43,two_112.png,2
44,seven_333.png,7
45,six_22.png,6
46,six_275.png,6
47,five_355.png,5
48,three_242.png,3
49,minus_266.png,11
50,minus_500.png,11
51,five_433.png,5
52,one_318.png,1
53,eq_278.png,14
54,five_427.png,5
55,two_489.png,2
56,minus_272.png,11
57,six_261.png,6
58,five_341.png,5
59,mul_18.png,12
60,three_256.png,3
61,six_249.png,6
62,mul_30.png,12
63,five_369.png,5
64,one_442.png,1
65,one_324.png,1
66,eq_244.png,14
67,five_17.png,5
68,div_116.png,13
69,nine_285.png,9
70,nine_285.png,9
71,one_330.png,1
72,eq_250.png,14
73,nine_291.png,9
74,mul_24.png,12
75,one_456.png,1
76,two_338.png,2
77,plus_70.png,10
78,five_396.png,5
79,three_281.png,3
80,minus_49.png,11
81,mul_236.png,12
82,plus_4.png,10
83,plus_4.png,10
84,zero_459.png,0
85,seven_119.png,7
86,mul_222.png,12
87,mul_222.png,12
88,five_382.png,5
89,three_295.png,3
90,plus_64.png,10
91,minus_75.png,11
92,one_481.png,1
93,zero_303.png,0
94,minus_299.png,11
95,two_304.png,2
96,two_462.png,2
97,zero_465.png,0
98,nine_246.png,9
99,seven_125.png,7
100,eq_287.png,14
101,three_7.png,3
102,nine_252.png,9
103,zero_471.png,0
104,seven_131.png,7
105,eq_293.png,14
106,two_476.png,2
107,two_310.png,2
108,plus_58.png,10
109,minus_61.png,11
110,one_495.png,1
111,zero_317.png,0
112,five_221.png,5
113,three_336.png,3
114,zero_288.png,0
115,six_301.png,6
116,eq_29.png,14
117,minus_312.png,11
118,eq_1.png,14
119,minus_474.png,11
120,plus_144.png,10
121,six_467.png,6
122,mul_381.png,12
123,three_450.png,3
124,six_473.png,6
125,plus_150.png,10
126,mul_395.png,12
127,eq_318.png,14
128,one_278.png,1
129,three_444.png,3
130,minus_460.png,11
131,one_3.png,1
132,minus_306.png,11
133,five_235.png,5
134,three_322.png,3
135,six_315.png,6
136,eq_15.png,14
137,eq_15.png,14
138,eq_456.png,14
139,nine_497.png,9
140,plus_178.png,10
141,eq_330.png,14
142,one_250.png,1
143,minus_448.png,11
144,four_166.png,4
145,four_172.png,4
146,minus_rot_90.png,11
147,eq_324.png,14
148,three_478.png,3
149,one_244.png,1
150,five_209.png,5
151,eq_442.png,14
152,six_329.png,6
153,nine_483.png,9
154,mul_424.png,12
155,mul_424.png,12
156,nine_468.png,9
157,three_493.png,3
158,three_493.png,3
159,plus_187.png,10
160,mul_342.png,12
161,four_199.png,4
162,four_199.png,4
163,three_487.png,3
164,three_487.png,3
165,plus_193.png,10
166,mul_356.png,12
167,mul_430.png,12
168,mul_430.png,12
169,two_258.png,2
170,mul_418.png,12
171,nine_454.png,9
172,zero_277.png,0
173,zero_277.png,0
174,eq_495.png,14
175,two_270.png,2
176,two_270.png,2
177,one_293.png,1
178,six_498.png,6
179,nine_332.png,9
180,one_287.png,1
181,nine_326.png,9
182,two_264.png,2
183,zero_263.png,0
184,nine_440.png,9
185,eq_481.png,14
186,mul_183.png,12
187,plus_346.png,10
188,four_358.png,4
189,equals_rot_60.png,14
190,minus_110.png,11
191,six_103.png,6
192,plus_420.png,10
193,zero_76.png,0
194,three_134.png,3
195,zero_62.png,0
196,plus_434.png,10
197,six_117.png,6
198,three_120.png,3
199,minus_104.png,11
200,seven_49.png,7
201,mul_197.png,12
202,div_248.png,13
203,plus_352.png,10
204,four_364.png,4
205,seven_61.png,7
206,seven_290.png,7
207,eq_132.png,14
208,div_260.png,13
209,three_108.png,3
210,four_402.png,4
211,minus_138.png,11
212,four_416.png,4
213,plus_408.png,10
214,seven_284.png,7
215,eq_126.png,14
216,div_274.png,13
217,four_370.png,4
218,seven_75.png,7
219,mul_140.png,12
220,plus_385.png,10
221,plus_385.png,10
222,equals_rot_270.png,14
223,mul_154.png,12
224,nine_118.png,9
225,plus_391.png,10
226,plus_391.png,10
227,nine_130.png,9
228,seven_253.png,7
229,zero_89.png,0
230,mul_168.png,12
231,mul_168.png,12
232,nine_124.png,9
233,seven_247.png,7
234,seven_246.png,7
235,nine_125.png,9
236,nine_125.png,9
237,mul_169.png,12
238,seven_252.png,7
239,nine_131.png,9
240,zero_88.png,0
241,zero_88.png,0
242,nine_119.png,9
243,plus_390.png,10
244,mul_155.png,12
245,mul_155.png,12
246,plus_384.png,10
247,mul_141.png,12
248,plus_409.png,10
249,minus_139.png,11
250,four_417.png,4
251,seven_74.png,7
252,four_371.png,4
253,div_275.png,13
254,eq_127.png,14
255,seven_285.png,7
256,eq_133.png,14
257,seven_291.png,7
258,seven_60.png,7
259,four_365.png,4
260,four_403.png,4
261,three_109.png,3
262,minus_105.png,11
263,three_121.png,3
264,plus_435.png,10
265,zero_63.png,0
266,six_116.png,6
267,plus_353.png,10
268,div_249.png,13
269,mul_196.png,12
270,equals_rot_75.png,14
271,seven_48.png,7
272,four_359.png,4
273,plus_347.png,10
274,mul_182.png,12
275,three_135.png,3
276,six_102.png,6
277,zero_77.png,0
278,plus_421.png,10
279,minus_111.png,11
280,nine_327.png,9
281,one_286.png,1
282,eq_480.png,14
283,zero_262.png,0
284,nine_441.png,9
285,two_265.png,2
286,two_271.png,2
287,eq_494.png,14
288,eq_494.png,14
289,nine_455.png,9
290,zero_276.png,0
291,mul_419.png,12
292,nine_333.png,9
293,six_499.png,6
294,one_292.png,1
295,one_292.png,1
296,mul_357.png,12
297,plus_192.png,10
298,plus_192.png,10
299,three_486.png,3
300,three_486.png,3
301,two_259.png,2
302,two_259.png,2
303,mul_431.png,12
304,nine_469.png,9
305,nine_469.png,9
306,mul_425.png,12
307,four_198.png,4
308,mul_343.png,12
309,plus_186.png,10
310,plus_186.png,10
311,three_492.png,3
312,one_245.png,1
313,three_479.png,3
314,eq_325.png,14
315,four_173.png,4
316,nine_482.png,9
317,six_328.png,6
318,eq_443.png,14
319,five_208.png,5
320,nine_496.png,9
321,eq_457.png,14
322,eq_457.png,14
323,eq_14.png,14
324,minus_449.png,11
325,four_167.png,4
326,one_251.png,1
327,eq_331.png,14
328,plus_179.png,10
329,minus_461.png,11
330,three_445.png,3
331,one_279.png,1
332,eq_319.png,14
333,mul_394.png,12
334,six_472.png,6
335,plus_151.png,10
336,six_314.png,6
337,three_323.png,3
338,five_234.png,5
339,minus_307.png,11
340,one_2.png,1
341,eq_0.png,14
342,minus_313.png,11
343,eq_28.png,14
344,zero_289.png,0
345,six_300.png,6
346,three_337.png,3
347,five_220.png,5
348,three_451.png,3
349,mul_380.png,12
350,plus_145.png,10
351,six_466.png,6
352,minus_475.png,11
353,two_477.png,2
354,eq_292.png,14
355,seven_130.png,7
356,nine_253.png,9
357,zero_470.png,0
358,zero_316.png,0
359,one_494.png,1
360,minus_60.png,11
361,plus_59.png,10
362,two_311.png,2
363,two_305.png,2
364,minus_298.png,11
365,zero_302.png,0
366,one_480.png,1
367,minus_74.png,11
368,three_6.png,3
369,eq_286.png,14
370,seven_124.png,7
371,zero_464.png,0
372,nine_247.png,9
373,two_463.png,2
374,two_463.png,2
375,mul_223.png,12
376,plus_65.png,10
377,three_294.png,3
378,five_383.png,5
379,five_383.png,5
380,minus_48.png,11
381,three_280.png,3
382,five_397.png,5
383,plus_71.png,10
384,two_339.png,2
385,seven_118.png,7
386,zero_458.png,0
387,zero_458.png,0
388,plus_5.png,10
389,mul_237.png,12
390,nine_290.png,9
391,div_103.png,13
392,eq_251.png,14
393,one_331.png,1
394,one_457.png,1
395,mul_25.png,12
396,one_443.png,1
397,five_368.png,5
398,mul_31.png,12
399,six_248.png,6
400,six_248.png,6
401,nine_284.png,9
402,div_117.png,13
403,five_16.png,5
404,eq_245.png,14
405,one_325.png,1
406,two_488.png,2
407,five_426.png,5
408,three_257.png,3
409,mul_19.png,12
410,five_340.png,5
411,six_260.png,6
412,minus_273.png,11
413,minus_267.png,11
414,three_243.png,3
415,five_354.png,5
416,six_274.png,6
417,eq_279.png,14
418,div_rot_330.png,13
419,one_319.png,1
420,five_432.png,5
421,two_113.png,2
422,two_70.png,2
423,seven_454.png,7
424,zero_114.png,0
425,div_72.png,13
426,six_23.png,6
427,seven_332.png,7
428,nine_39.png,9
429,six_37.png,6
430,seven_326.png,7
431,one_11.png,1
432,two_64.png,2
433,seven_440.png,7
434,div_66.png,13
435,zero_100.png,0
436,two_107.png,2
437,one_39.png,1
438,five_181.png,5
439,seven_468.png,7
440,zero_128.png,0
441,div_498.png,13
442,four_43.png,4
443,nine_11.png,9
444,four_57.png,4
445,two_58.png,2
446,five_195.png,5
447,seven_497.png,7
448,four_205.png,4
449,one_133.png,1
450,div_301.png,13
451,one_127.png,1
452,div_315.png,13
453,four_211.png,4
454,minus_rot_150.png,11
455,div_473.png,13
456,seven_483.png,7
457,five_142.png,5
458,plus_227.png,10
459,four_239.png,4
460,four_80.png,4
461,four_94.png,4
462,div_329.png,13
463,plus_233.png,10
464,div_99.png,13
465,five_156.png,5
466,three_13.png,3
467,four_82.png,4
468,plus_225.png,10
469,five_140.png,5
470,div_459.png,13
471,three_11.png,3
472,five_154.png,5
473,two_99.png,2
474,plus_231.png,10
475,one_119.png,1
476,four_96.png,4
477,plus_219.png,10
478,div_303.png,13
479,one_131.png,1
480,four_207.png,4
481,three_39.png,3
482,seven_495.png,7
483,div_465.png,13
484,seven_481.png,7
485,five_168.png,5
486,div_471.png,13
487,four_213.png,4
488,div_317.png,13
489,one_125.png,1
490,nine_13.png,9
491,four_41.png,4
492,five_183.png,5
493,div_58.png,13
494,five_197.png,5
495,two_139.png,2
496,four_55.png,4
497,seven_318.png,7
498,seven_330.png,7
499,six_21.png,6
500,div_70.png,13
501,zero_116.png,0
502,seven_456.png,7
503,two_72.png,2
504,two_111.png,2
505,two_105.png,2
506,zero_102.png,0
507,div_64.png,13
508,seven_442.png,7
509,two_66.png,2
510,one_13.png,1
511,seven_324.png,7
512,six_35.png,6
513,four_69.png,4
514,minus_271.png,11
515,six_262.png,6
516,three_255.png,3
517,one_469.png,1
518,five_342.png,5
519,five_424.png,5
520,five_430.png,5
521,five_28.png,5
522,zero_499.png,0
523,six_276.png,6
524,three_241.png,3
525,minus_89.png,11
526,five_356.png,5
527,minus_265.png,11
528,one_455.png,1
529,mul_27.png,12
530,three_269.png,3
531,plus_98.png,10
532,one_333.png,1
533,five_418.png,5
534,eq_253.png,14
535,div_101.png,13
536,nine_292.png,9
537,one_327.png,1
538,eq_247.png,14
539,five_14.png,5
540,div_115.png,13
541,nine_286.png,9
542,minus_259.png,11
543,one_441.png,1
544,mul_33.png,12
545,three_296.png,3
546,five_381.png,5
547,zero_328.png,0
548,plus_67.png,10
549,two_449.png,2
550,mul_221.png,12
551,mul_221.png,12
552,plus_7.png,10
553,mul_235.png,12
554,nine_279.png,9
555,nine_279.png,9
556,equals_rot_105.png,14
557,plus_73.png,10
558,three_282.png,3
559,five_395.png,5
560,two_313.png,2
561,one_496.png,1
562,minus_62.png,11
563,zero_314.png,0
564,zero_472.png,0
565,nine_251.png,9
566,seven_132.png,7
567,eq_290.png,14
568,two_475.png,2
569,two_461.png,2
570,mul_209.png,12
571,mul_209.png,12
572,nine_245.png,9
573,zero_466.png,0
574,seven_126.png,7
575,three_4.png,3
576,eq_284.png,14
577,one_482.png,1
578,minus_76.png,11
579,six_289.png,6
580,zero_300.png,0
581,two_307.png,2
582,minus_305.png,11
583,one_0.png,1
584,two_298.png,2
585,three_321.png,3
586,five_236.png,5
587,six_316.png,6
588,plus_153.png,10
589,six_470.png,6
590,mul_396.png,12
591,three_447.png,3
592,minus_463.png,11
593,four_159.png,4
594,minus_477.png,11
595,six_464.png,6
596,plus_147.png,10
597,mul_382.png,12
598,three_453.png,3
599,three_335.png,3
600,five_222.png,5
601,eq_469.png,14
602,six_302.png,6
603,minus_311.png,11
604,eq_2.png,14
