,path,label
0,plus_232.png,10
1,div_328.png,13
2,four_95.png,4
3,three_12.png,3
4,five_157.png,5
5,div_98.png,13
6,five_143.png,5
7,four_81.png,4
8,four_238.png,4
9,plus_226.png,10
10,four_210.png,4
11,div_314.png,13
12,one_126.png,1
13,seven_482.png,7
14,div_472.png,13
15,seven_496.png,7
16,div_466.png,13
17,div_300.png,13
18,one_132.png,1
19,four_204.png,4
20,four_56.png,4
21,five_194.png,5
22,two_59.png,2
23,div_499.png,13
24,zero_129.png,0
25,five_180.png,5
26,seven_469.png,7
27,one_38.png,1
28,nine_10.png,9
29,four_42.png,4
30,seven_327.png,7
31,six_36.png,6
32,nine_38.png,9
33,two_106.png,2
34,div_67.png,13
35,zero_101.png,0
36,seven_441.png,7
37,one_10.png,1
38,two_65.png,2
39,zero_115.png,0
40,div_73.png,13
41,seven_455.png,7
42,two_71.png,2
43,two_112.png,2
44,seven_333.png,7
45,six_22.png,6
46,six_275.png,6
47,five_355.png,5
48,three_242.png,3
49,minus_266.png,11
50,minus_500.png,11
51,five_433.png,5
52,one_318.png,1
53,eq_278.png,14
54,five_427.png,5
55,two_489.png,2
56,minus_272.png,11
57,six_261.png,6
58,five_341.png,5
59,mul_18.png,12
60,three_256.png,3
61,six_249.png,6
62,mul_30.png,12
63,five_369.png,5
64,one_442.png,1
65,one_324.png,1
66,eq_244.png,14
67,five_17.png,5
68,div_116.png,13
69,nine_285.png,9
70,nine_285.png,9
71,one_330.png,1
72,eq_250.png,14
73,div_102.png,13
74,nine_291.png,9
75,mul_24.png,12
76,one_456.png,1
77,two_338.png,2
78,plus_70.png,10
79,five_396.png,5
80,three_281.png,3
81,minus_49.png,11
82,mul_236.png,12
83,plus_4.png,10
84,plus_4.png,10
85,zero_459.png,0
86,seven_119.png,7
87,mul_222.png,12
88,mul_222.png,12
89,five_382.png,5
90,three_295.png,3
91,plus_64.png,10
92,minus_75.png,11
93,one_481.png,1
94,zero_303.png,0
95,minus_299.png,11
96,two_304.png,2
97,two_462.png,2
98,zero_465.png,0
99,nine_246.png,9
100,seven_125.png,7
101,eq_287.png,14
102,three_7.png,3
103,nine_252.png,9
104,zero_471.png,0
105,seven_131.png,7
106,eq_293.png,14
107,two_476.png,2
108,two_310.png,2
109,plus_58.png,10
110,minus_61.png,11
111,one_495.png,1
112,zero_317.png,0
113,five_221.png,5
114,three_336.png,3
115,zero_288.png,0
116,six_301.png,6
117,eq_29.png,14
118,minus_312.png,11
119,eq_1.png,14
120,minus_474.png,11
121,plus_144.png,10
122,six_467.png,6
123,mul_381.png,12
124,three_450.png,3
125,six_473.png,6
126,plus_150.png,10
127,mul_395.png,12
128,eq_318.png,14
129,one_278.png,1
130,three_444.png,3
131,minus_460.png,11
132,one_3.png,1
133,minus_306.png,11
134,five_235.png,5
135,three_322.png,3
136,six_315.png,6
137,eq_15.png,14
138,eq_15.png,14
139,eq_456.png,14
140,nine_497.png,9
141,plus_178.png,10
142,eq_330.png,14
143,one_250.png,1
144,minus_448.png,11
145,four_166.png,4
146,four_172.png,4
147,eq_324.png,14
148,three_478.png,3
149,one_244.png,1
150,five_209.png,5
151,eq_442.png,14
152,six_329.png,6
153,nine_483.png,9
154,mul_424.png,12
155,mul_424.png,12
156,nine_468.png,9
157,three_493.png,3
158,three_493.png,3
159,plus_187.png,10
160,mul_342.png,12
161,four_199.png,4
162,four_199.png,4
163,three_487.png,3
164,three_487.png,3
165,plus_193.png,10
166,mul_356.png,12
167,mul_430.png,12
168,mul_430.png,12
169,two_258.png,2
170,mul_418.png,12
171,nine_454.png,9
172,zero_277.png,0
173,zero_277.png,0
174,eq_495.png,14
175,two_270.png,2
176,two_270.png,2
177,one_293.png,1
178,six_498.png,6
179,nine_332.png,9
180,one_287.png,1
181,nine_326.png,9
182,two_264.png,2
183,zero_263.png,0
184,nine_440.png,9
185,eq_481.png,14
186,mul_183.png,12
187,plus_346.png,10
188,four_358.png,4
189,minus_110.png,11
190,six_103.png,6
191,plus_420.png,10
192,zero_76.png,0
193,three_134.png,3
194,zero_62.png,0
195,plus_434.png,10
196,six_117.png,6
197,three_120.png,3
198,minus_104.png,11
199,seven_49.png,7
200,mul_197.png,12
201,div_248.png,13
202,plus_352.png,10
203,four_364.png,4
204,seven_61.png,7
205,seven_290.png,7
206,eq_132.png,14
207,div_260.png,13
208,three_108.png,3
209,four_402.png,4
210,minus_138.png,11
211,four_416.png,4
212,plus_408.png,10
213,seven_284.png,7
214,eq_126.png,14
215,div_274.png,13
216,four_370.png,4
217,seven_75.png,7
218,mul_140.png,12
219,plus_385.png,10
220,plus_385.png,10
221,mul_154.png,12
222,nine_118.png,9
223,plus_391.png,10
224,plus_391.png,10
225,nine_130.png,9
226,seven_253.png,7
227,zero_89.png,0
228,mul_168.png,12
229,mul_168.png,12
230,nine_124.png,9
231,seven_247.png,7
232,seven_246.png,7
233,nine_125.png,9
234,nine_125.png,9
235,mul_169.png,12
236,seven_252.png,7
237,nine_131.png,9
238,zero_88.png,0
239,zero_88.png,0
240,nine_119.png,9
241,plus_390.png,10
242,mul_155.png,12
243,mul_155.png,12
244,plus_384.png,10
245,mul_141.png,12
246,plus_409.png,10
247,minus_139.png,11
248,four_417.png,4
249,seven_74.png,7
250,four_371.png,4
251,div_275.png,13
252,eq_127.png,14
253,seven_285.png,7
254,div_261.png,13
255,eq_133.png,14
256,seven_291.png,7
257,seven_60.png,7
258,four_365.png,4
259,four_403.png,4
260,three_109.png,3
261,minus_105.png,11
262,three_121.png,3
263,plus_435.png,10
264,zero_63.png,0
265,six_116.png,6
266,plus_353.png,10
267,div_249.png,13
268,mul_196.png,12
269,seven_48.png,7
270,four_359.png,4
271,plus_347.png,10
272,mul_182.png,12
273,three_135.png,3
274,six_102.png,6
275,zero_77.png,0
276,plus_421.png,10
277,minus_111.png,11
278,nine_327.png,9
279,one_286.png,1
280,eq_480.png,14
281,zero_262.png,0
282,nine_441.png,9
283,two_265.png,2
284,two_271.png,2
285,eq_494.png,14
286,eq_494.png,14
287,nine_455.png,9
288,zero_276.png,0
289,mul_419.png,12
290,nine_333.png,9
291,six_499.png,6
292,one_292.png,1
293,one_292.png,1
294,mul_357.png,12
295,plus_192.png,10
296,plus_192.png,10
297,three_486.png,3
298,three_486.png,3
299,two_259.png,2
300,two_259.png,2
301,mul_431.png,12
302,nine_469.png,9
303,nine_469.png,9
304,mul_425.png,12
305,four_198.png,4
306,mul_343.png,12
307,plus_186.png,10
308,plus_186.png,10
309,three_492.png,3
310,one_245.png,1
311,three_479.png,3
312,eq_325.png,14
313,four_173.png,4
314,nine_482.png,9
315,six_328.png,6
316,eq_443.png,14
317,five_208.png,5
318,nine_496.png,9
319,eq_457.png,14
320,eq_457.png,14
321,eq_14.png,14
322,minus_449.png,11
323,four_167.png,4
324,one_251.png,1
325,eq_331.png,14
326,plus_179.png,10
327,minus_461.png,11
328,three_445.png,3
329,one_279.png,1
330,eq_319.png,14
331,mul_394.png,12
332,six_472.png,6
333,plus_151.png,10
334,six_314.png,6
335,three_323.png,3
336,five_234.png,5
337,minus_307.png,11
338,one_2.png,1
339,eq_0.png,14
340,minus_313.png,11
341,eq_28.png,14
342,zero_289.png,0
343,six_300.png,6
344,three_337.png,3
345,five_220.png,5
346,three_451.png,3
347,mul_380.png,12
348,plus_145.png,10
349,six_466.png,6
350,minus_475.png,11
351,two_477.png,2
352,eq_292.png,14
353,seven_130.png,7
354,nine_253.png,9
355,zero_470.png,0
356,zero_316.png,0
357,one_494.png,1
358,minus_60.png,11
359,plus_59.png,10
360,two_311.png,2
361,two_305.png,2
362,minus_298.png,11
363,zero_302.png,0
364,one_480.png,1
365,minus_74.png,11
366,three_6.png,3
367,eq_286.png,14
368,seven_124.png,7
369,zero_464.png,0
370,nine_247.png,9
371,two_463.png,2
372,two_463.png,2
373,mul_223.png,12
374,plus_65.png,10
375,three_294.png,3
376,five_383.png,5
377,five_383.png,5
378,minus_48.png,11
379,three_280.png,3
380,five_397.png,5
381,plus_71.png,10
382,two_339.png,2
383,seven_118.png,7
384,zero_458.png,0
385,zero_458.png,0
386,plus_5.png,10
387,mul_237.png,12
388,nine_290.png,9
389,div_103.png,13
390,eq_251.png,14
391,one_331.png,1
392,one_457.png,1
393,mul_25.png,12
394,one_443.png,1
395,five_368.png,5
396,mul_31.png,12
397,six_248.png,6
398,six_248.png,6
399,nine_284.png,9
400,div_117.png,13
401,five_16.png,5
402,eq_245.png,14
403,one_325.png,1
404,two_488.png,2
405,five_426.png,5
406,three_257.png,3
407,mul_19.png,12
408,five_340.png,5
409,six_260.png,6
410,minus_273.png,11
411,minus_267.png,11
412,three_243.png,3
413,five_354.png,5
414,six_274.png,6
415,eq_279.png,14
416,one_319.png,1
417,five_432.png,5
418,two_113.png,2
419,two_70.png,2
420,seven_454.png,7
421,zero_114.png,0
422,div_72.png,13
423,six_23.png,6
424,seven_332.png,7
425,nine_39.png,9
426,six_37.png,6
427,seven_326.png,7
428,one_11.png,1
429,two_64.png,2
430,seven_440.png,7
431,div_66.png,13
432,zero_100.png,0
433,two_107.png,2
434,one_39.png,1
435,five_181.png,5
436,seven_468.png,7
437,zero_128.png,0
438,div_498.png,13
439,four_43.png,4
440,nine_11.png,9
441,four_57.png,4
442,two_58.png,2
443,five_195.png,5
444,div_467.png,13
445,seven_497.png,7
446,four_205.png,4
447,one_133.png,1
448,div_301.png,13
449,one_127.png,1
450,div_315.png,13
451,four_211.png,4
452,div_473.png,13
453,seven_483.png,7
454,five_142.png,5
455,plus_227.png,10
456,four_239.png,4
457,four_80.png,4
458,four_94.png,4
459,div_329.png,13
460,plus_233.png,10
461,div_99.png,13
462,five_156.png,5
463,three_13.png,3
464,four_82.png,4
465,plus_225.png,10
466,five_140.png,5
467,div_459.png,13
468,three_11.png,3
469,five_154.png,5
470,two_99.png,2
471,plus_231.png,10
472,one_119.png,1
473,four_96.png,4
474,plus_219.png,10
475,div_303.png,13
476,one_131.png,1
477,four_207.png,4
478,three_39.png,3
479,seven_495.png,7
480,div_465.png,13
481,seven_481.png,7
482,five_168.png,5
483,div_471.png,13
484,four_213.png,4
485,div_317.png,13
486,one_125.png,1
487,nine_13.png,9
488,four_41.png,4
489,five_183.png,5
490,div_58.png,13
491,five_197.png,5
492,two_139.png,2
493,four_55.png,4
494,seven_318.png,7
495,seven_330.png,7
496,six_21.png,6
497,div_70.png,13
498,zero_116.png,0
499,seven_456.png,7
500,two_72.png,2
501,two_111.png,2
502,two_105.png,2
503,zero_102.png,0
504,div_64.png,13
505,seven_442.png,7
506,two_66.png,2
507,one_13.png,1
508,seven_324.png,7
509,six_35.png,6
510,four_69.png,4
511,minus_271.png,11
512,six_262.png,6
513,three_255.png,3
514,one_469.png,1
515,five_342.png,5
516,five_424.png,5
517,five_430.png,5
518,five_28.png,5
519,div_129.png,13
520,zero_499.png,0
521,six_276.png,6
522,three_241.png,3
523,minus_89.png,11
524,five_356.png,5
525,minus_265.png,11
526,one_455.png,1
527,mul_27.png,12
528,three_269.png,3
529,plus_98.png,10
530,one_333.png,1
531,five_418.png,5
532,eq_253.png,14
533,div_101.png,13
534,nine_292.png,9
535,one_327.png,1
536,eq_247.png,14
537,five_14.png,5
538,div_115.png,13
539,nine_286.png,9
540,minus_259.png,11
541,one_441.png,1
542,mul_33.png,12
543,three_296.png,3
544,five_381.png,5
545,zero_328.png,0
546,plus_67.png,10
547,two_449.png,2
548,mul_221.png,12
549,mul_221.png,12
550,plus_7.png,10
551,mul_235.png,12
552,nine_279.png,9
553,nine_279.png,9
554,plus_73.png,10
555,three_282.png,3
556,five_395.png,5
557,two_313.png,2
558,one_496.png,1
559,minus_62.png,11
560,zero_314.png,0
561,zero_472.png,0
562,nine_251.png,9
563,seven_132.png,7
564,eq_290.png,14
565,two_475.png,2
566,two_461.png,2
567,mul_209.png,12
568,mul_209.png,12
569,nine_245.png,9
570,zero_466.png,0
571,seven_126.png,7
572,three_4.png,3
573,eq_284.png,14
574,one_482.png,1
575,minus_76.png,11
576,six_289.png,6
577,zero_300.png,0
578,two_307.png,2
579,minus_305.png,11
580,one_0.png,1
581,two_298.png,2
582,three_321.png,3
583,five_236.png,5
584,six_316.png,6
585,plus_153.png,10
586,six_470.png,6
587,mul_396.png,12
588,three_447.png,3
589,minus_463.png,11
590,four_159.png,4
591,minus_477.png,11
592,six_464.png,6
593,plus_147.png,10
594,mul_382.png,12
595,three_453.png,3
596,three_335.png,3
597,five_222.png,5
598,eq_469.png,14
599,six_302.png,6
600,minus_311.png,11
601,eq_2.png,14
602,eq_441.png,14
603,nine_480.png,9
604,minus_339.png,11
605,four_171.png,4
606,eq_327.png,14
