,path,label
0,plus_232.png,10
1,zero_698.png,0
2,six_711.png,6
3,div_328.png,13
4,zero_840.png,0
5,three_726.png,3
6,five_631.png,5
7,four_95.png,4
8,two_847.png,2
9,minus_702.png,11
10,three_12.png,3
11,five_157.png,5
12,nine_905.png,9
13,nine_905.png,9
14,plus_554.png,10
15,div_98.png,13
16,one_668.png,1
17,five_143.png,5
18,nine_911.png,9
19,eq_708.png,14
20,plus_540.png,10
21,four_81.png,4
22,two_853.png,2
23,four_238.png,4
24,minus_716.png,11
25,six_705.png,6
26,plus_226.png,10
27,zero_854.png,0
28,three_732.png,3
29,five_625.png,5
30,four_210.png,4
31,div_314.png,13
32,one_126.png,1
33,seven_482.png,7
34,one_640.png,1
35,one_640.png,1
36,eq_720.png,14
37,nine_939.png,9
38,div_472.png,13
39,one_898.png,1
40,plus_568.png,10
41,four_576.png,4
42,four_562.png,4
43,one_654.png,1
44,seven_496.png,7
45,eq_734.png,14
46,eq_734.png,14
47,div_466.png,13
48,six_739.png,6
49,div_300.png,13
50,zero_868.png,0
51,one_132.png,1
52,five_619.png,5
53,four_204.png,4
54,two_884.png,2
55,minus_919.png,11
56,four_56.png,4
57,zero_883.png,0
58,one_867.png,1
59,plus_597.png,10
60,plus_597.png,10
61,eq_907.png,14
62,five_194.png,5
63,two_59.png,2
64,four_589.png,4
65,one_873.png,1
66,div_499.png,13
67,zero_129.png,0
68,plus_583.png,10
69,eq_913.png,14
70,eq_913.png,14
71,five_180.png,5
72,seven_469.png,7
73,one_38.png,1
74,zero_897.png,0
75,three_929.png,3
76,two_890.png,2
77,two_648.png,2
78,nine_10.png,9
79,four_42.png,4
80,six_936.png,6
81,seven_327.png,7
82,zero_667.png,0
83,five_816.png,5
84,six_36.png,6
85,three_901.png,3
86,nine_38.png,9
87,two_660.png,2
88,minus_925.png,11
89,two_106.png,2
90,nine_722.png,9
91,div_67.png,13
92,zero_101.png,0
93,one_683.png,1
94,seven_441.png,7
95,one_10.png,1
96,two_65.png,2
97,zero_115.png,0
98,div_73.png,13
99,nine_736.png,9
100,seven_455.png,7
101,one_697.png,1
102,two_71.png,2
103,two_112.png,2
104,two_674.png,2
105,minus_931.png,11
106,six_922.png,6
107,seven_333.png,7
108,zero_673.png,0
109,six_22.png,6
110,five_802.png,5
111,three_915.png,3
112,six_275.png,6
113,plus_756.png,10
114,seven_864.png,7
115,five_355.png,5
116,three_242.png,3
117,four_990.png,4
118,four_748.png,4
119,minus_266.png,11
120,minus_500.png,11
121,five_433.png,5
122,one_318.png,1
123,three_524.png,3
124,eq_278.png,14
125,six_513.png,6
126,five_427.png,5
127,three_530.png,3
128,six_507.png,6
129,minus_514.png,11
130,two_489.png,2
131,four_984.png,4
132,minus_272.png,11
133,plus_742.png,10
134,six_261.png,6
135,div_658.png,13
136,seven_870.png,7
137,five_341.png,5
138,div_880.png,13
139,mul_18.png,12
140,three_256.png,3
141,four_774.png,4
142,six_249.png,6
143,seven_858.png,7
144,div_670.png,13
145,eq_522.png,14
146,mul_30.png,12
147,seven_680.png,7
148,five_369.png,5
149,one_442.png,1
150,three_518.png,3
151,one_324.png,1
152,eq_244.png,14
153,five_17.png,5
154,div_116.png,13
155,nine_285.png,9
156,nine_285.png,9
157,minus_528.png,11
158,one_330.png,1
159,eq_250.png,14
160,div_102.png,13
161,nine_291.png,9
162,div_664.png,13
163,eq_536.png,14
164,mul_24.png,12
165,one_456.png,1
166,seven_694.png,7
167,four_760.png,4
